run_id,family,provenance_tag,arch,variant,recipe_actual,recipe_dirname,recipe_source,seed,seed_source,seed_controlled,epochs_completed,epochs_configured,ckpt_kind,ckpt_path,ckpt_sha256,ckpt_dir_source,n_prefix,gate_mode,gate_init_logit,gate_params_registered,gate_params_trainable,hist_stage,hist_eval_precision,hist_split_sha,recorded_top1,base_run_id,base_ckpt_sha256,derived_params,status,status_reason,git_sha,git_dirty,patch_file
e2r_vits_mixup_baseline_s2,e2r_300ep,s2,vit_small,baseline,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",2,config.resolved.yaml + meta.json (training),1,300,300,last,results/runs/e2r_vits_mixup_baseline_s2/ckpt/last.pth,baeee13f1864b926489bb186587ec65152fa8a935806fdf491971899db37ca7d,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.582,MISSING,MISSING,MISSING,eligible,300-epoch cohort member vit_small|mixup|baseline (s2),9ee1d26c53da5700609e247faad295bc0232130a,1,MISSING
e2r_vits_mixup_baseline_s2,e2r_300ep,s2,vit_small,baseline,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",2,config.resolved.yaml + meta.json (training),1,300,300,best,results/runs/e2r_vits_mixup_baseline_s2/ckpt/best.pth,79e69f06c855add0b2830546e2c444e32279f234c8d69fbfea47022003a3c9bd,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.664,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,9ee1d26c53da5700609e247faad295bc0232130a,1,MISSING
e2r_vits_mixup_saga_s1,e2r_300ep,s1,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",1,config.resolved.yaml + meta.json (training),1,300,300,last,results/runs/e2r_vits_mixup_saga_s1/ckpt/last.pth,5afe5394ddb2b3b926d60d03c63462c5778fc39fa9eacb23a1d2655e80f6f5d5,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,79.352,MISSING,MISSING,MISSING,eligible,300-epoch cohort member vit_small|mixup|saga (s1),9ee1d26c53da5700609e247faad295bc0232130a,1,MISSING
e2r_vits_mixup_saga_s1,e2r_300ep,s1,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",1,config.resolved.yaml + meta.json (training),1,300,300,best,results/runs/e2r_vits_mixup_saga_s1/ckpt/best.pth,6b9b07fc6710db1175cc94da93a4ab101a5bcf0282330daced6790a1227a5c18,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,79.352,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,9ee1d26c53da5700609e247faad295bc0232130a,1,MISSING
e2r_vits_mixup_saga_s2,e2r_300ep,s2,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",2,config.resolved.yaml + meta.json (training),1,300,300,last,results/runs/e2r_vits_mixup_saga_s2/ckpt/last.pth,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,79.472,MISSING,MISSING,MISSING,eligible,300-epoch cohort member vit_small|mixup|saga (s2),9ee1d26c53da5700609e247faad295bc0232130a,1,MISSING
e2r_vits_mixup_saga_s2,e2r_300ep,s2,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",2,config.resolved.yaml + meta.json (training),1,300,300,best,results/runs/e2r_vits_mixup_saga_s2/ckpt/best.pth,47f4faa9c0c0241af9578f7f37e4eaa34bce1d14caf2d5dc8a1be9249fa9309e,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,79.512,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,9ee1d26c53da5700609e247faad295bc0232130a,1,MISSING
e2r_vits_nomix_baseline_s1,e2r_300ep,s1,vit_small,baseline,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",1,config.resolved.yaml + meta.json (training),1,300,300,last,results/runs/e2r_vits_nomix_baseline_s1/ckpt/last.pth,207a5e907fab6e3bf23abafce51b2bc55687b10ae70e65bf72c84b78fbe63c95,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,73.196,MISSING,MISSING,MISSING,eligible,300-epoch cohort member vit_small|nomix|baseline (s1),85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
e2r_vits_nomix_baseline_s1,e2r_300ep,s1,vit_small,baseline,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",1,config.resolved.yaml + meta.json (training),1,300,300,best,results/runs/e2r_vits_nomix_baseline_s1/ckpt/best.pth,bd01e6772a6967bd78b1e3a8f7e9267ea794037659b7de05dd887ef6bb9f0017,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,73.204,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
e2r_vits_nomix_baseline_s2,e2r_300ep,s2,vit_small,baseline,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",2,config.resolved.yaml + meta.json (training),1,300,300,last,results/runs/e2r_vits_nomix_baseline_s2/ckpt/last.pth,50acc743467a51828d2bf24e84f241705e33b1cf6a68a8e7f3a46413ed95d086,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,72.874,MISSING,MISSING,MISSING,eligible,300-epoch cohort member vit_small|nomix|baseline (s2),85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
e2r_vits_nomix_baseline_s2,e2r_300ep,s2,vit_small,baseline,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",2,config.resolved.yaml + meta.json (training),1,300,300,best,results/runs/e2r_vits_nomix_baseline_s2/ckpt/best.pth,19a00131af780c1fbca27ec0677f5ab4f0a07f9118b630e6ec1605c267b8a60b,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,72.932,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
e2r_vits_nomix_saga_s1,e2r_300ep,s1,vit_small,saga,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",1,config.resolved.yaml + meta.json (training),1,300,300,last,results/runs/e2r_vits_nomix_saga_s1/ckpt/last.pth,88f72869bae5882f6b8c0791c69ffea51ae55247276106e60d817f27e2a646ce,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,73.53,MISSING,MISSING,MISSING,eligible,300-epoch cohort member vit_small|nomix|saga (s1),85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
e2r_vits_nomix_saga_s1,e2r_300ep,s1,vit_small,saga,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",1,config.resolved.yaml + meta.json (training),1,300,300,best,results/runs/e2r_vits_nomix_saga_s1/ckpt/best.pth,824e42b9260d15123cc23f575aa4aad8555d2146caeb6f9ddeff5d9332646c8e,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,73.534,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
e2r_vits_nomix_saga_s2,e2r_300ep,s2,vit_small,saga,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",2,config.resolved.yaml + meta.json (training),1,300,300,last,results/runs/e2r_vits_nomix_saga_s2/ckpt/last.pth,68d64007a4bcae2335cf7ead1fe698e1df73e48ef538f9727c46ddc186ffd5ab,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,73.194,MISSING,MISSING,MISSING,eligible,300-epoch cohort member vit_small|nomix|saga (s2),85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
e2r_vits_nomix_saga_s2,e2r_300ep,s2,vit_small,saga,nomix,nomix,"config.resolved.yaml augmentation (mixup_alpha=0.0, cutmix_alpha=0.0)",2,config.resolved.yaml + meta.json (training),1,300,300,best,results/runs/e2r_vits_nomix_saga_s2/ckpt/best.pth,2e2cb3104687eabec66ba171ae9bf17949c3b70743f191194e64b41334d4c92c,<run_dir>/ckpt (no ckpt_dir recorded),1,MISSING,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,73.276,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,85c7e6f4945a1117d17c9ba56e11848dcc1c6fd9,1,MISSING
legacy_e2_vit_base_mixupdir_saga,legacy_300ep,legacy-mixupdir,vit_base,saga,MISSING,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,90,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_SAGA/best.pth,bbfbc1d843e819910d68f660bcdb038510b4bf2e4ae8f6428c6a705e7c0e165e,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,28224,28224,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,74.494,MISSING,MISSING,MISSING,invalid,VOID: the legacy vit_base mixup-dir trio never finished training (last.pth at epoch 89 of 300); it is a member of no cell in analysis/build_pooled_tables.py and appears in no eligible cohort (results/notes/bmixup_forensics.md),ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_mixupdir_saga,legacy_300ep,legacy-mixupdir,vit_base,saga,MISSING,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,75,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_SAGA/last.pth,c10af1fd55c4c39b44a0be7adc6527e3b0619c9db6a2dc7072d98d9adc9246f5,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,28224,28224,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,73.744,MISSING,MISSING,MISSING,invalid,VOID: the legacy vit_base mixup-dir trio never finished training (last.pth at epoch 74 of 300); it is a member of no cell in analysis/build_pooled_tables.py and appears in no eligible cohort (results/notes/bmixup_forensics.md),ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_nomixdir_saga,legacy_300ep,legacy-nomixdir,vit_base,saga,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,276,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_SAGA_nomix/best.pth,82456589c91ec3757509bd1d48aa6cf1e8dd51235a1138df6b7e1951181c2ba0,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,28224,28224,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,77.55,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_nomixdir_saga,legacy_300ep,legacy-nomixdir,vit_base,saga,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_SAGA_nomix/last.pth,4a1c5a1fe54692afbffdc25f26b9491c255d826f27aefeec9b74cf775ba43ef2,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,28224,28224,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,77.46,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_base|mixup|saga (legacy-nomixdir); recipe_actual from the erratum remap, never the 'nomix' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_mixupdir_baseline,legacy_300ep,legacy-mixupdir,vit_base,baseline,MISSING,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,182,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_baseline/best.pth,0abb6e9641925532a35dd912bead44ff8e16ea4f6a3df100de559b8b5430b1ce,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.586,MISSING,MISSING,MISSING,invalid,VOID: the legacy vit_base mixup-dir trio never finished training (last.pth at epoch 181 of 300); it is a member of no cell in analysis/build_pooled_tables.py and appears in no eligible cohort (results/notes/bmixup_forensics.md),ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_mixupdir_baseline,legacy_300ep,legacy-mixupdir,vit_base,baseline,MISSING,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,200,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_baseline/last.pth,467daf9dfcfd712534737cf727ff05155b31e4905cd3597da766224526ba70a5,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.016,MISSING,MISSING,MISSING,invalid,VOID: the legacy vit_base mixup-dir trio never finished training (last.pth at epoch 199 of 300); it is a member of no cell in analysis/build_pooled_tables.py and appears in no eligible cohort (results/notes/bmixup_forensics.md),ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_nomixdir_baseline,legacy_300ep,legacy-nomixdir,vit_base,baseline,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,280,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_baseline_nomix/best.pth,df97d3215d477450fdc5c747eb8ee85a963e939f7c424ce24eca431a1e4fc3e6,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.688,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_nomixdir_baseline,legacy_300ep,legacy-nomixdir,vit_base,baseline,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_baseline_nomix/last.pth,2a7f8c84dc32571e95dc3745422b4960f9dd602433cd42f1e16891b6c491cac5,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.736,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_base|mixup|baseline (legacy-nomixdir); recipe_actual from the erratum remap, never the 'nomix' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_mixupdir_registers,legacy_300ep,legacy-mixupdir,vit_base,registers,MISSING,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,247,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_registers/best.pth,c30f813dcb23c20b7182af0d9493ee71250e91098624e815caf6046098f2e698,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,75.972,MISSING,MISSING,MISSING,invalid,VOID: the legacy vit_base mixup-dir trio never finished training (last.pth at epoch 246 of 300); it is a member of no cell in analysis/build_pooled_tables.py and appears in no eligible cohort (results/notes/bmixup_forensics.md),ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_mixupdir_registers,legacy_300ep,legacy-mixupdir,vit_base,registers,MISSING,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,250,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_registers/last.pth,3e13c788fff6812a17ec0c04a2f1505a2e3af2a9c2db9d6afe9319084cdc1e53,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,75.764,MISSING,MISSING,MISSING,invalid,VOID: the legacy vit_base mixup-dir trio never finished training (last.pth at epoch 249 of 300); it is a member of no cell in analysis/build_pooled_tables.py and appears in no eligible cohort (results/notes/bmixup_forensics.md),ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
