arm,run_id,gate_mode,map_basis,layer,rho,p_spatial,p_bonferroni,null_sd,n_transforms,gate_mean_layer,gate_spatial_std_layer,comparator,note
B,abl_vits_mixup_const05_s0,const,canon,10,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,canon,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,1,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,2,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,3,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,4,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,5,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,6,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,7,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,8,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,9,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,10,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
B,abl_vits_mixup_const05_s0,const,mad,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=const) — rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.553283,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,1,MISSING,MISSING,MISSING,MISSING,MISSING,0.60677,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,2,MISSING,MISSING,MISSING,MISSING,MISSING,0.59328,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,3,MISSING,MISSING,MISSING,MISSING,MISSING,0.65741,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,4,MISSING,MISSING,MISSING,MISSING,MISSING,0.721085,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,5,MISSING,MISSING,MISSING,MISSING,MISSING,0.786507,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,6,MISSING,MISSING,MISSING,MISSING,MISSING,0.810227,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,7,MISSING,MISSING,MISSING,MISSING,MISSING,0.806956,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,8,MISSING,MISSING,MISSING,MISSING,MISSING,0.680232,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,9,MISSING,MISSING,MISSING,MISSING,MISSING,0.582376,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,10,MISSING,MISSING,MISSING,MISSING,MISSING,0.511873,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,canon,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.553283,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,1,MISSING,MISSING,MISSING,MISSING,MISSING,0.60677,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,2,MISSING,MISSING,MISSING,MISSING,MISSING,0.59328,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,3,MISSING,MISSING,MISSING,MISSING,MISSING,0.65741,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,4,MISSING,MISSING,MISSING,MISSING,MISSING,0.721085,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,5,MISSING,MISSING,MISSING,MISSING,MISSING,0.786507,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,6,MISSING,MISSING,MISSING,MISSING,MISSING,0.810227,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,7,MISSING,MISSING,MISSING,MISSING,MISSING,0.806956,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,8,MISSING,MISSING,MISSING,MISSING,MISSING,0.680232,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,9,MISSING,MISSING,MISSING,MISSING,MISSING,0.582376,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,10,MISSING,MISSING,MISSING,MISSING,MISSING,0.511873,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
C,abl_vits_mixup_headscalar_s0,headscalar,mad,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"gate is CONSTANT across positions by construction (gate_mode=headscalar) — a rank correlation against any map is undefined, not zero"
D,abl_vits_mixup_layerscale_s0,layerscale,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,baseline=abl_vits_mixup_baseline_s0,no gate dump (arm has no phi): no gate map exists to correlate
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.506047,0.00397722,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,1,MISSING,MISSING,MISSING,MISSING,MISSING,0.514437,0.00634326,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,2,MISSING,MISSING,MISSING,MISSING,MISSING,0.516248,0.017405,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,3,MISSING,MISSING,MISSING,MISSING,MISSING,0.534597,0.01572313,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,4,MISSING,MISSING,MISSING,MISSING,MISSING,0.558154,0.00632894,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,5,MISSING,MISSING,MISSING,MISSING,MISSING,0.584618,0.00994881,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,6,MISSING,MISSING,MISSING,MISSING,MISSING,0.595872,0.01343784,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,7,MISSING,MISSING,MISSING,MISSING,MISSING,0.618426,0.00850621,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,8,MISSING,MISSING,MISSING,MISSING,MISSING,0.565211,0.01156206,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,9,MISSING,MISSING,MISSING,MISSING,MISSING,0.540115,0.00998116,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,10,MISSING,MISSING,MISSING,MISSING,MISSING,0.495587,0.02263428,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,canon,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,0,-0.106105,0.737883,MISSING,0.26752,1568,0.506047,0.00397722,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,1,-0.352659,0.239796,MISSING,0.282489,1568,0.514437,0.00634326,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,2,0.490998,0.000638,MISSING,0.201475,1568,0.516248,0.017405,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,3,-0.4127,0.111607,MISSING,0.275655,1568,0.534597,0.01572313,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,4,-0.116294,0.60523,MISSING,0.235726,1568,0.558154,0.00632894,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,5,-0.28424,0.320791,MISSING,0.271609,1568,0.584618,0.00994881,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,6,-0.573369,0.017219,MISSING,0.290818,1568,0.595872,0.01343784,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,7,-0.746083,0.001276,MISSING,0.258242,1568,0.618426,0.00850621,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,8,-0.499254,0.015944,MISSING,0.224647,1568,0.565211,0.01156206,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,9,-0.649988,0.002551,MISSING,0.208771,1568,0.540115,0.00998116,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,10,-0.456025,0.015944,MISSING,0.205371,1568,0.495587,0.02263428,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.5,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=spatial) — rho is undefined, not zero"
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,layer_absmax=7,-0.746083,0.001276,0.014031,0.258242,1568,0.618426,0.00850621,baseline=abl_vits_mixup_baseline_s0,Bonferroni over the 11 layers it was chosen from
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,layer_min=7,-0.746083,0.001276,0.014031,0.258242,1568,0.618426,0.00850621,baseline=abl_vits_mixup_baseline_s0,Bonferroni over the 11 layers it was chosen from
E,abl_vits_mixup_spatial_i0_s0,spatial,mad,layer_max=2,0.490998,0.000638,0.007015,0.201475,1568,0.516248,0.017405,baseline=abl_vits_mixup_baseline_s0,Bonferroni over the 11 layers it was chosen from
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.575789,0.00374193,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,1,MISSING,MISSING,MISSING,MISSING,MISSING,0.585397,0.00663187,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,2,MISSING,MISSING,MISSING,MISSING,MISSING,0.586084,0.02220819,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,3,MISSING,MISSING,MISSING,MISSING,MISSING,0.600625,0.01074597,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,4,MISSING,MISSING,MISSING,MISSING,MISSING,0.626675,0.01535611,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,5,MISSING,MISSING,MISSING,MISSING,MISSING,0.641836,0.01232924,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,6,MISSING,MISSING,MISSING,MISSING,MISSING,0.666898,0.01348435,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,7,MISSING,MISSING,MISSING,MISSING,MISSING,0.690319,0.00723714,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,8,MISSING,MISSING,MISSING,MISSING,MISSING,0.669963,0.01276337,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,9,MISSING,MISSING,MISSING,MISSING,MISSING,0.630234,0.00819447,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,10,MISSING,MISSING,MISSING,MISSING,MISSING,0.544325,0.01289788,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,canon,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.577742,0.0,baseline=abl_vits_mixup_baseline_s0,"the ADDRESS MAP is constant (freq_canon = 1.0000 at every position) — the threshold saturated on this cell, so the map carries no spatial information and rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,0,0.041017,0.910714,MISSING,0.242949,1568,0.575789,0.00374193,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,1,-0.224467,0.535077,MISSING,0.283606,1568,0.585397,0.00663187,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,2,0.188973,0.389031,MISSING,0.219178,1568,0.586084,0.02220819,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,3,-0.225769,0.422832,MISSING,0.254096,1568,0.600625,0.01074597,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,4,-0.066237,0.787628,MISSING,0.261462,1568,0.626675,0.01535611,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,5,-0.302275,0.278061,MISSING,0.260906,1568,0.641836,0.01232924,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,6,-0.458775,0.100765,MISSING,0.273944,1568,0.666898,0.01348435,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,7,-0.465766,0.096939,MISSING,0.25845,1568,0.690319,0.00723714,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,8,-0.590092,0.007015,MISSING,0.279826,1568,0.669963,0.01276337,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,9,-0.466993,0.033163,MISSING,0.22907,1568,0.630234,0.00819447,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,10,-0.402055,0.03125,MISSING,0.193714,1568,0.544325,0.01289788,baseline=abl_vits_mixup_baseline_s0,"exact permutation null (TASK-07), not iid"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,11,MISSING,MISSING,MISSING,MISSING,MISSING,0.577742,0.0,baseline=abl_vits_mixup_baseline_s0,"layer is spatially constant (gate_mode=spatial) — rho is undefined, not zero"
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,layer_absmax=8,-0.590092,0.007015,0.077168,0.279826,1568,0.669963,0.01276337,baseline=abl_vits_mixup_baseline_s0,Bonferroni over the 11 layers it was chosen from
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,layer_min=8,-0.590092,0.007015,0.077168,0.279826,1568,0.669963,0.01276337,baseline=abl_vits_mixup_baseline_s0,Bonferroni over the 11 layers it was chosen from
F,abl_vits_mixup_spatial_i4_s0,spatial,mad,layer_max=2,0.188973,0.389031,1.0,0.219178,1568,0.586084,0.02220819,baseline=abl_vits_mixup_baseline_s0,Bonferroni over the 11 layers it was chosen from
